Frecuencia de transito nocturna,Zona,Estrato,Que tan agradable es transitar?,Las caracteristicas de la zona:,Cantidad de personas le generan:,Zona segura si hay presencia de:,Los andenes le permiten:,Medio de transporte que utiliza,Que sensacion experimenta en TP?,Hora militar,Edad,Actividad Principal,Escolaridad
3,Suba,2,3,4,1,3,2,4,7,88,22,1,6
3,Kennedy,3,2,5,2,3,2,3,2,21:00:00,24,1,8
3,Bosa,2,3,4,6,2,1,1,13,88,38,1,6
1,Kennedy,2,1,4,7,3,2,4,12,88,32,1,8
1,Usme,2,3,1,5,3,2,1,2,88,25,3,6
3,Ciudad Bolívar,1,3,4,1,1,1,1,3,88,27,1,6
3,Kennedy,3,1,1,1,4,2,3,1,20:00:00,40,1,5
1,Kennedy,2,3,6,7,3,2,3,10,88,27,1,6
3,Fontibón,3,1,2,3,3,1,3,8,18:00:00,28,3,7
2,Barrios Unidos,3,2,2,8,3,2,4,5,88,31,1,8
1,Fontibón,4,2,2,2,3,2,3,4,18:00:00,29,2,8
3,Usme,2,2,1,1,3,2,1,5,88,49,1,7
2,Kennedy,2,4,4,5,3,1,3,2,18:00:00,45,1,5
1,Kennedy,2,4,3,4,3,1,1,6,18:00:00,23,3,8
3,Bosa,1,2,5,6,3,2,9,1,18:00:00,19,1,5
2,Fontibón,3,2,1,2,3,2,3,11,88,21,1,7
2,Kennedy,3,3,5,6,3,2,3,2,88,24,1,6
2,Bosa,3,2,4,1,1,1,4,11,88,36,1,7
2,Fontibón,3,2,2,2,3,2,3,11,18:00:00,38,1,5
1,Kennedy,3,2,2,2,1,2,4,2,19:00:00,40,1,5
3,Engativá,3,2,1,1,3,1,1,2,22:00:00,20,3,6
3,Puente Aranda,3,2,2,3,4,2,1,4,20:00:00,19,3,7
3,Barrios Unidos,4,3,1,5,1,2,3,1,21:00:00,52,1,9
3,Usme,3,2,7,8,3,1,3,13,88,30,3,6
2,San Cristóbal,2,1,1,5,1,1,4,3,19:00:00,26,1,6
3,Rafael Uribe Uribe,3,1,1,1,1,2,1,1,22:00:00,28,3,9
1,Engativá,3,2,2,4,1,2,1,1,20:00:00,25,1,6
3,Engativá,3,1,3,1,1,1,3,2,21:00:00,44,1,3
1,Ciudad Bolívar,2,2,3,1,1,2,10,1,21:00:00,23,1,6
3,Soacha,3,1,1,1,1,2,1,2,23:00:00,35,3,8
3,Tunjuelito,2,3,6,3,3,1,4,4,20:00:00,25,1,8
2,Soacha,2,1,3,3,1,2,1,2,18:00:00,40,2,5
3,Kennedy,2,1,2,1,1,2,1,1,88,40,1,4
3,Kennedy,3,4,5,2,1,2,3,2,21:00:00,24,2,6
1,Usaquén,3,1,3,1,1,1,1,3,21:00:00,29,1,9
3,Usme,1,3,5,7,4,1,1,2,88,22,3,4
3,Bosa,2,2,5,2,1,2,1,1,88,30,1,6
3,Soacha,3,3,5,6,1,1,1,11,88,28,3,6
1,Fontibón,2,2,4,1,1,2,4,2,21:00:00,23,1,9
1,San Cristóbal,1,3,5,1,3,2,1,1,21:00:00,21,3,6
1,99,3,2,1,1,1,2,1,1,23:00:00,38,3,5
1,Engativá,3,1,4,1,1,2,1,1,21:00:00,47,1,4
3,Chapinero,2,1,3,1,1,1,3,1,88,59,1,5
2,Engativá,3,2,3,4,1,1,1,2,18:00:00,30,1,8
3,Bosa,2,4,3,4,1,2,1,2,18:00:00,24,1,5
3,Kennedy,3,4,99,2,1,2,1,2,18:00:00,26,1,9
1,Fontibón,3,2,1,6,3,1,10,1,18:00:00,27,1,6
2,Rafael Uribe Uribe,3,3,7,7,3,2,1,2,21:00:00,29,1,8
1,Teusaquillo,4,3,3,4,3,1,4,1,88,35,1,8
2,Barrios Unidos,3,2,1,7,1,1,3,13,20:00:00,31,1,6
2,Los Mártires,3,2,1,4,3,1,4,1,18:00:00,32,1,6
2,Kennedy,3,3,7,4,4,2,3,1,20:00:00,46,1,8
2,Chapinero,3,4,3,4,1,1,4,1,88,32,1,6
2,Ciudad Bolívar,2,3,3,4,1,1,1,9,88,35,1,6
2,Engativá,3,4,3,3,4,2,9,3,88,46,1,5
1,Soacha,2,2,5,7,3,2,1,2,88,38,1,6
2,Kennedy,3,2,3,4,3,1,4,9,20:00:00,24,1,6
2,Engativá,3,2,3,4,3,1,3,9,20:00:00,31,1,6
2,Engativá,3,2,1,1,4,2,4,9,22:00:00,35,1,8
2,Engativá,2,4,3,8,3,2,4,1,88,29,1,6
2,Bosa,2,2,1,7,3,2,4,2,21:00:00,19,1,6
2,Engativá,2,4,5,7,1,2,3,3,19:00:00,25,1,5
2,Fontibón,3,4,3,7,4,2,10,3,88,28,1,6
2,Engativá,3,3,3,7,3,2,10,1,22:00:00,22,1,6
2,Suba,3,3,3,4,4,2,3,3,88,20,1,5
1,Puente Aranda,3,3,3,7,3,2,5,1,88,28,1,8
2,Soacha,3,3,3,8,4,1,1,2,88,29,1,6
2,Suba,2,3,3,4,3,1,1,11,88,57,1,2
2,Rafael Uribe Uribe,2,3,3,4,3,1,4,11,88,57,1,2
2,Bosa,2,2,3,7,3,2,4,1,88,27,1,5
2,Fontibón,3,4,2,7,3,2,1,2,88,18,1,5
2,Engativá,3,3,5,7,3,2,3,2,20:00:00,27,1,6
2,San Cristóbal,1,4,3,7,3,1,4,1,18:00:00,33,1,5
1,Engativá,3,4,3,4,3,1,4,4,88,37,1,6
2,San Cristóbal,2,4,3,4,3,2,4,1,20:00:00,23,1,8
2,Fontibón,3,3,1,7,3,1,1,5,20:00:00,29,1,6
2,Rafael Uribe Uribe,3,4,3,7,3,1,3,13,21:00:00,53,1,6
2,Bosa,3,4,3,4,3,2,1,2,20:00:00,27,1,6
2,Ciudad Bolívar,2,3,3,4,3,1,1,9,20:00:00,25,3,5
2,Fontibón,2,4,6,7,3,2,12,12,88,21,1,6
1,Kennedy,2,4,1,2,3,2,9,3,20:00:00,29,3,6
1,Soacha,1,2,4,7,1,1,1,1,22:00:00,28,3,6
3,Suba,3,2,3,7,3,2,4,13,18:00:00,32,1,8
3,Chapinero,3,2,5,8,3,2,4,3,88,19,1,6
3,Ciudad Bolívar,2,3,5,3,3,2,3,1,19:00:00,23,1,5
3,Engativá,3,3,2,4,1,2,4,4,17:00:00,24,1,5
3,Los Mártires,3,3,6,4,1,2,1,3,88,22,1,7
1,Engativá,3,2,1,4,1,1,1,2,22:00:00,29,1,6
1,Ciudad Bolívar,2,2,1,1,1,2,1,4,22:00:00,31,1,6
3,Soacha,2,2,1,7,1,2,1,2,21:00:00,22,1,6
3,Suba,3,3,6,6,1,1,1,11,20:30:00,24,3,8
3,Bosa,3,4,5,4,1,2,4,11,19:00:00,20,1,6
1,Engativá,2,3,2,3,1,2,9,2,18:00:00,27,1,6
3,Kennedy,2,2,1,5,1,1,1,2,19:00:00,30,1,9
3,Tunjuelito,2,3,2,5,3,1,1,2,88,40,1,4
3,Suba,3,2,1,1,1,1,4,1,88,30,1,6
3,Soacha,3,3,4,5,4,1,1,2,20:00:00,37,1,8
3,Engativá,3,3,3,6,1,2,3,6,18:00:00,25,1,8
3,Fontibón,3,4,1,3,3,2,1,2,88,30,1,6
3,Ciudad Bolívar,2,3,3,3,3,2,1,1,20:30:00,21,1,7
3,San Cristóbal,3,2,1,3,1,1,1,2,20:00:00,22,1,5
3,Engativá,3,4,3,4,1,2,6,1,88,32,1,6
3,Kennedy,3,3,4,4,3,2,6,1,18:00:00,34,1,8
3,Engativá,3,4,5,6,3,2,4,13,88,40,1,6
3,San Cristóbal,2,3,3,2,3,1,1,2,22:00:00,37,1,5
3,Usme,2,3,4,5,1,1,1,2,20:30:00,47,1,8
3,Ciudad Bolívar,1,3,3,4,1,2,4,4,19:30:00,22,1,8
3,Soacha,3,3,6,4,2,2,1,2,19:00:00,24,1,7
3,Fontibón,3,3,4,6,3,2,3,5,88,22,1,8
1,Usme,1,2,6,3,4,1,1,2,88,21,1,8
3,San Cristóbal,2,3,1,2,2,1,4,11,88,38,1,6
3,Kennedy,3,3,3,4,3,2,10,1,88,30,1,6
3,Bosa,2,3,6,6,3,1,4,8,88,22,1,6
2,Kennedy,3,3,5,4,3,2,3,4,88,28,1,8
2,Engativá,4,2,4,5,3,2,5,1,21:30:00,31,1,9
2,San Cristóbal,2,2,2,6,1,1,1,5,22:00:00,34,1,6
3,Fontibón,3,3,6,7,3,2,4,12,21:00:00,40,1,5
3,Fontibón,3,3,4,5,1,2,3,2,19:00:00,36,1,9
3,Kennedy,2,2,1,1,1,2,3,3,22:00:00,43,1,6
2,Bosa,2,3,2,5,3,2,3,1,88,35,1,6
2,Engativá,3,2,6,7,3,1,4,12,88,30,1,8
3,Bosa,3,3,1,5,1,2,1,2,22:00:00,25,1,8
1,Engativá,2,4,4,1,1,1,3,12,19:00:00,31,1,5
2,Santa Fe,4,3,3,1,3,2,5,12,88,40,1,9
1,Rafael Uribe Uribe,3,2,6,1,3,2,1,2,20:00:00,26,1,8
3,Suba,3,3,4,5,3,2,4,12,88,26,1,8
3,Fontibón,3,3,3,5,3,2,4,12,88,25,1,6
3,Usme,2,2,6,7,3,2,1,1,20:00:00,30,1,6
3,Kennedy,3,4,5,7,3,2,4,2,21:00:00,19,1,6
3,Engativá,3,3,6,7,3,2,1,2,88,33,1,8
3,Engativá,3,2,2,2,3,2,3,2,88,24,1,8
3,Fontibón,2,4,5,6,3,1,4,5,06:00:00,22,1,6
2,Fontibón,3,2,4,4,3,1,1,1,88,33,1,8
3,Bosa,3,3,3,4,3,1,1,3,19:00:00,42,1,5
3,Kennedy,2,2,6,7,3,2,3,1,23:00:00,29,1,6
1,Chapinero,4,2,6,1,3,2,1,2,22:00:00,23,1,8
3,Suba,3,2,2,3,2,2,1,3,23:00:00,26,1,8
3,Engativá,2,2,2,1,4,2,3,1,22:00:00,29,1,8
2,Los Mártires,3,3,6,1,1,2,1,4,19:00:00,24,1,8
2,Usme,2,2,2,7,1,2,1,2,22:00:00,21,1,5
3,Ciudad Bolívar,4,3,5,3,1,2,1,12,21:00:00,30,1,9
2,Engativá,3,3,1,7,3,1,3,2,17:00:00,25,1,6
2,Bosa,2,3,5,4,1,2,3,12,88,32,1,5
3,Teusaquillo,4,2,2,1,1,2,1,1,21:00:00,40,1,6
1,Soacha,3,2,6,7,1,2,5,1,88,34,1,9
2,Bosa,2,3,2,2,1,2,4,12,21:00:00,19,1,5
3,Bosa,2,2,5,6,1,2,4,11,88,22,1,6
1,Ciudad Bolívar,1,2,6,2,3,2,1,2,88,34,1,8
3,Puente Aranda,3,3,4,5,3,2,1,2,22:00:00,26,1,8
3,Ciudad Bolívar,1,2,1,7,1,3,3,3,21:00:00,37,1,4
3,Fontibón,3,3,2,2,4,2,10,12,21:00:00,26,1,6
3,Fontibón,3,2,2,2,1,2,10,12,21:00:00,30,7,6
3,Ciudad Bolívar,2,3,3,4,3,2,1,12,88,24,1,8
3,Engativá,3,2,5,2,3,2,9,1,20:00:00,24,1,6
1,Ciudad Bolívar,1,3,2,2,3,2,1,2,22:00:00,22,1,5
3,Fontibón,3,2,1,1,4,2,4,2,21:00:00,27,1,6
3,Usme,2,2,1,1,1,2,3,2,88,54,1,5
3,Kennedy,2,3,4,4,1,2,4,4,20:00:00,39,1,6
1,Ciudad Bolívar,3,2,1,1,1,2,1,5,20:00:00,30,1,8
2,Fontibón,3,4,5,5,4,2,10,2,88,40,1,5
1,Los Mártires,3,1,1,1,1,2,1,3,88,23,2,8
2,Engativá,3,4,5,5,4,2,4,2,88,33,1,8
3,Engativá,3,4,5,6,4,2,4,10,20:00:00,50,1,6
3,Engativá,3,2,2,1,3,2,9,1,88,24,3,6
3,Kennedy,2,3,2,5,2,2,10,10,88,22,1,6
3,Suba,2,3,2,7,3,2,3,2,22:00:00,31,1,8
1,Engativá,3,4,3,1,3,2,1,2,19:00:00,21,1,8
3,Bosa,2,3,6,4,3,2,1,2,19:00:00,22,1,5
3,San Cristóbal,2,3,6,7,1,2,1,4,22:00:00,29,3,6
3,Tunjuelito,3,3,5,4,4,1,4,2,20:00:00,23,1,8
3,Engativá,2,3,6,5,1,2,3,5,23:00:00,35,3,6
1,Soacha,2,4,3,4,4,1,1,3,18:00:00,24,1,6
2,Soacha,3,3,5,4,4,1,1,3,18:30:00,24,1,6
1,Fontibón,99,2,7,8,3,1,4,11,20:00:00,27,4,5
2,Suba,2,4,3,4,3,2,10,13,88,37,1,8
1,Kennedy,3,2,5,4,4,2,3,11,88,22,1,6
3,Rafael Uribe Uribe,2,4,3,4,1,1,1,9,19:00:00,22,1,8
3,Bosa,2,2,6,4,3,1,1,5,19:00:00,24,1,6
1,Kennedy,2,4,3,5,1,2,4,11,88,40,1,7
3,Soacha,2,2,5,4,4,1,1,12,88,38,1,6
3,Teusaquillo,4,1,1,1,3,2,3,12,21:00:00,44,1,8
2,Chapinero,4,2,1,2,3,1,3,3,88,43,1,8
3,Puente Aranda,3,2,4,3,3,1,3,4,21:00:00,32,1,7
3,Chapinero,3,3,5,3,3,2,4,2,19:00:00,32,1,8
1,Teusaquillo,3,2,1,2,3,2,3,5,22:00:00,23,3,6
2,Los Mártires,2,3,3,4,2,1,1,2,20:00:00,27,1,7
1,Kennedy,2,2,2,3,2,1,1,12,88,45,1,5
3,Teusaquillo,3,4,4,4,1,2,4,2,20:00:00,47,1,9
3,Fontibón,3,3,2,1,3,1,1,2,22:00:00,23,2,9
3,Teusaquillo,4,3,1,5,3,2,1,2,18:00:00,24,2,7
3,Teusaquillo,5,2,4,3,3,1,5,10,20:30:00,29,1,9
3,Kennedy,3,2,5,7,4,2,4,3,88,25,3,7
3,Kennedy,3,2,5,6,3,2,3,11,88,53,1,6
3,Ciudad Bolívar,1,3,2,6,1,2,3,12,20:00:00,32,1,2
2,Teusaquillo,4,3,3,4,3,1,6,12,19:00:00,47,1,5
3,Teusaquillo,4,3,4,7,3,2,3,1,20:00:00,23,1,8
2,Teusaquillo,5,2,1,1,3,2,12,1,20:00:00,59,1,9
1,Teusaquillo,4,2,1,1,4,2,3,1,20:00:00,65,5,8
2,Teusaquillo,4,2,1,5,1,2,5,1,88,53,1,9
2,Kennedy,3,2,2,5,1,2,3,3,88,32,1,5
1,Fontibón,1,2,5,7,2,2,4,11,22:00:00,52,1,5
3,Bosa,2,3,1,7,4,2,3,1,18:00:00,27,1,6
1,Bosa,2,2,4,7,2,2,3,11,88,19,1,5
3,Teusaquillo,4,1,1,7,2,2,4,4,88,21,2,7
2,Fontibón,2,4,3,5,4,1,4,5,88,40,1,5
3,Fontibón,2,2,5,7,4,1,4,3,88,38,1,6
3,Kennedy,2,2,6,7,2,1,9,12,17:00:00,32,1,5
3,Teusaquillo,5,2,5,5,4,2,12,2,88,37,1,9
3,Rafael Uribe Uribe,3,4,5,5,4,2,4,3,88,23,1,6
3,Teusaquillo,4,2,1,4,2,1,9,12,88,22,2,7
1,Tunjuelito,3,2,1,2,4,2,3,12,88,44,1,9
1,Bosa,2,2,1,2,2,2,3,1,22:00:00,24,1,5
3,Usaquén,6,2,2,6,2,2,3,11,88,41,1,8
3,Teusaquillo,4,2,1,1,3,2,1,2,20:30:00,18,2,7
2,Engativá,1,4,5,7,4,2,3,12,88,31,1,4
3,Teusaquillo,4,2,1,6,3,2,3,12,19:00:00,42,1,9
3,Soacha,3,2,4,7,1,2,3,2,88,35,1,6
3,Bosa,2,2,2,3,2,1,9,10,20:00:00,24,1,7
3,Kennedy,3,2,4,1,2,1,3,12,20:00:00,28,1,8
2,Teusaquillo,4,2,1,1,3,2,5,1,88,37,1,8
2,Teusaquillo,5,3,5,6,3,2,4,2,19:00:00,30,1,9
3,Teusaquillo,4,3,2,7,3,2,7,1,88,49,1,6
3,Teusaquillo,4,2,4,1,1,1,6,1,17:00:00,64,5,9
1,Barrios Unidos,5,2,5,5,3,1,1,7,88,40,1,9
3,Kennedy,3,2,4,1,3,1,3,1,21:00:00,52,1,6
3,Teusaquillo,4,2,2,6,4,1,1,5,21:00:00,21,3,7
3,La Candelaria,2,3,1,6,1,2,1,2,22:00:00,20,1,8
3,Teusaquillo,4,1,1,5,3,1,9,12,18:00:00,25,1,8
3,Teusaquillo,4,2,1,7,1,1,4,12,88,22,1,8
3,Engativá,2,2,1,1,3,2,3,1,88,20,1,5
1,Teusaquillo,3,3,3,5,4,1,5,10,88,27,3,7
2,Teusaquillo,4,2,2,2,3,2,5,1,88,21,3,6
2,Teusaquillo,4,1,1,1,3,2,12,1,22:00:00,37,1,6
2,Barrios Unidos,4,2,1,3,4,2,9,1,19:00:00,26,3,6
2,Teusaquillo,4,2,2,2,1,1,3,1,22:00:00,55,1,8
1,Teusaquillo,3,2,5,6,3,2,6,12,88,40,3,6
2,Suba,2,3,5,6,2,1,3,5,88,55,1,4
3,Teusaquillo,4,2,2,3,3,2,3,11,88,50,1,9
1,Teusaquillo,4,2,2,3,3,2,3,2,18:00:00,24,3,7
1,Kennedy,2,3,6,4,3,1,3,3,20:00:00,21,1,8
3,Teusaquillo,4,2,2,2,3,2,4,5,20:00:00,21,2,7
3,Teusaquillo,4,2,1,1,3,2,3,2,21:00:00,19,2,7
3,Teusaquillo,4,2,2,2,3,2,3,2,21:00:00,34,1,9
3,Teusaquillo,4,2,4,5,4,2,4,1,21:00:00,80,5,6
2,Teusaquillo,4,2,2,1,3,2,3,2,88,35,1,9
3,Teusaquillo,4,2,1,4,3,2,7,1,21:00:00,40,1,9
3,Suba,2,2,2,3,4,1,4,2,21:00:00,48,1,5
3,Teusaquillo,4,2,1,1,3,2,12,1,18:00:00,28,1,8
2,Teusaquillo,3,3,4,6,2,2,1,4,22:00:00,22,2,7
1,Engativá,4,2,1,1,3,2,5,11,18:00:00,38,7,9
1,Teusaquillo,4,2,1,1,3,2,1,2,18:00:00,32,1,9
3,Engativá,3,2,3,1,1,2,3,11,21:00:00,68,1,3
3,Bosa,2,2,1,1,3,1,10,1,23:00:00,28,1,6
3,Teusaquillo,4,2,5,2,1,1,3,13,15:00:00,46,1,8
3,Kennedy,3,1,1,3,3,2,3,11,88,31,4,5
3,Bosa,2,3,3,6,3,1,3,3,20:00:00,28,1,5
3,Teusaquillo,4,4,1,2,3,1,5,2,88,23,3,7
2,Kennedy,2,3,5,6,4,1,3,3,19:00:00,47,1,2
2,Suba,1,2,5,6,3,2,3,1,88,58,4,6
3,Teusaquillo,4,4,2,3,1,2,3,4,18:00:00,53,1,9
3,Teusaquillo,4,2,5,5,3,2,3,3,18:30:00,18,2,7
3,Bosa,3,2,3,1,3,2,3,13,88,42,1,5
3,Bosa,2,2,1,1,1,2,3,1,22:30:00,60,1,4
3,Teusaquillo,4,2,1,5,3,2,6,1,21:00:00,31,1,9
3,Engativá,3,2,5,6,3,1,3,3,22:00:00,25,1,6
3,Suba,2,2,3,5,1,1,4,2,17:00:00,48,1,3
3,Bosa,2,2,1,1,3,2,3,2,22:00:00,55,1,4
3,Engativá,3,3,5,4,4,1,3,2,88,26,1,8
3,Teusaquillo,4,1,1,1,3,1,5,13,88,26,3,9
2,Kennedy,2,2,4,1,3,2,3,1,88,52,1,5
3,Teusaquillo,4,2,4,4,3,1,6,3,16:30:00,32,1,9
3,Teusaquillo,4,2,1,1,3,1,12,3,20:00:00,24,2,7
3,Teusaquillo,5,2,5,3,3,1,4,3,21:00:00,22,2,7
2,Teusaquillo,4,3,3,1,1,1,9,1,22:00:00,20,1,6
3,Teusaquillo,4,1,4,3,3,2,3,2,20:00:00,32,1,9
3,Kennedy,3,1,1,2,1,2,3,3,23:00:00,22,2,7
2,Barrios Unidos,3,1,4,1,3,2,3,1,20:00:00,17,2,5
1,Bosa,2,2,5,6,3,2,10,4,20:00:00,21,3,6
3,Teusaquillo,4,2,1,3,3,2,1,3,20:00:00,23,1,8
1,Soacha,2,2,1,1,3,1,1,2,22:00:00,25,1,5
3,Engativá,3,3,3,4,3,1,3,2,22:00:00,59,1,3
1,Teusaquillo,4,1,5,4,3,1,3,11,88,40,5,5
3,Teusaquillo,5,2,2,3,3,1,12,2,17:00:00,31,1,9
3,Fontibón,4,2,1,7,3,2,5,1,88,40,1,8
1,Teusaquillo,5,2,1,1,2,1,12,1,23:00:00,54,5,5
3,Teusaquillo,3,2,3,4,2,2,9,12,22:00:00,53,1,5
2,Teusaquillo,4,3,3,4,3,1,12,12,88,60,1,8
3,Teusaquillo,4,2,1,1,2,2,3,12,22:00:00,48,1,9
3,Teusaquillo,3,2,2,2,3,1,12,1,22:00:00,30,1,8
1,Kennedy,2,2,2,3,3,3,4,2,20:00:00,22,3,7
3,Teusaquillo,4,1,1,1,4,3,9,12,17:00:00,28,3,8
1,Teusaquillo,4,3,3,7,3,3,5,3,88,69,6,8
3,Fontibón,3,2,3,4,1,2,4,3,22:00:00,23,1,5
3,Engativá,1,3,5,7,4,2,3,12,18:00:00,26,1,5
3,Engativá,3,2,1,4,1,3,3,12,88,47,1,6
3,Teusaquillo,4,3,5,3,3,3,3,10,88,58,1,7
3,Kennedy,3,2,1,5,1,2,9,12,20:00:00,23,3,7
3,Kennedy,3,3,2,4,3,3,4,12,88,31,1,8
1,Kennedy,3,2,1,1,1,2,3,2,88,47,1,4
3,Teusaquillo,4,3,1,1,1,2,12,1,18:00:00,31,1,8
3,Teusaquillo,5,2,3,7,3,3,12,12,19:00:00,42,3,8
2,Teusaquillo,4,3,7,6,2,3,12,12,18:00:00,28,2,5
1,Kennedy,3,2,1,7,4,3,5,1,17:00:00,47,1,8
2,Engativá,3,2,1,7,2,2,3,1,88,25,2,7
2,Engativá,3,3,1,3,3,2,5,2,88,57,1,7
2,Bosa,2,2,1,1,4,2,3,13,20:00:00,26,1,6
1,Kennedy,3,2,1,1,3,2,4,1,23:00:00,17,2,4
1,Fontibón,2,2,4,7,1,2,4,5,18:00:00,17,2,4
2,Engativá,2,3,3,4,1,3,3,2,88,44,1,8
1,Engativá,3,3,5,1,3,2,3,2,20:00:00,38,1,3
2,Suba,3,2,1,3,4,2,1,2,20:00:00,19,2,7
3,Teusaquillo,5,2,1,1,3,2,5,1,22:00:00,65,6,9
1,Teusaquillo,4,2,1,6,3,2,5,1,20:00:00,58,6,6
3,Ciudad Bolívar,1,2,1,1,3,2,4,2,20:00:00,42,1,3
3,Teusaquillo,4,2,2,1,3,2,6,1,20:00:00,60,1,8
1,Teusaquillo,4,3,5,5,3,2,5,1,23:00:00,17,2,5
3,Teusaquillo,4,3,4,6,1,1,4,2,20:00:00,70,6,7
2,Bosa,2,3,1,6,3,1,3,8,21:00:00,48,1,5
2,Teusaquillo,3,3,2,3,3,2,3,2,21:00:00,29,1,8
1,Engativá,3,2,2,1,3,1,3,1,21:00:00,34,1,8
1,Kennedy,3,3,5,5,3,1,9,4,21:00:00,28,1,8
3,Teusaquillo,4,3,3,6,3,1,12,12,20:00:00,51,1,6
3,Teusaquillo,4,2,3,6,3,1,5,13,21:00:00,59,3,9
3,Teusaquillo,4,1,1,1,3,2,3,4,22:00:00,25,1,6
1,Bosa,2,2,6,7,3,2,1,2,22:00:00,43,4,5
3,Teusaquillo,4,2,2,3,3,1,12,13,22:00:00,35,1,8
3,Engativá,2,2,3,7,3,2,3,2,22:00:00,32,1,5
3,Teusaquillo,4,1,1,1,3,1,12,1,23:00:00,40,1,8
3,Teusaquillo,4,2,1,3,3,2,3,12,19:00:00,58,1,9
2,Teusaquillo,4,1,4,1,3,1,4,12,22:00:00,29,1,6
3,Teusaquillo,4,2,1,7,4,2,12,12,18:00:00,37,1,9
3,Teusaquillo,5,2,1,1,3,2,12,12,20:30:00,48,5,9
1,Chapinero,2,2,1,3,4,2,12,1,22:00:00,31,1,5
2,Teusaquillo,4,2,4,1,3,1,4,12,21:00:00,62,1,9
3,Bosa,2,2,1,1,3,2,1,2,21:00:00,20,1,5
1,Los Mártires,2,2,2,4,4,1,1,2,88,50,1,6
1,Teusaquillo,4,3,6,4,1,2,1,2,21:00:00,28,1,8
3,Ciudad Bolívar,2,3,6,5,4,1,1,2,88,45,1,4
2,Usme,1,2,6,7,1,2,1,5,88,31,1,5
3,Fontibón,3,3,6,5,3,1,1,5,20:00:00,47,1,8
3,Ciudad Bolívar,3,2,2,2,3,2,1,12,16:00:00,25,1,6
1,Teusaquillo,4,3,1,4,2,2,1,2,21:00:00,47,1,5
1,Teusaquillo,4,3,6,8,3,2,1,2,88,25,1,8
1,Usme,1,3,6,7,4,2,1,3,88,35,1,3
2,Usme,2,3,5,7,3,2,1,2,88,27,1,6
3,Soacha,2,3,5,7,2,2,1,5,88,43,1,2
3,Suba,3,3,3,5,3,2,1,12,88,41,1,8
3,Teusaquillo,4,3,6,1,1,2,1,1,22:00:00,44,1,8
3,Fontibón,3,3,3,6,3,2,4,4,88,40,1,9
2,Soacha,2,2,1,3,4,2,1,2,88,28,1,5
2,Teusaquillo,4,3,6,5,4,2,4,4,88,24,2,7
1,Kennedy,3,3,5,6,1,2,3,12,19:00:00,50,1,5
1,Engativá,3,3,5,8,3,2,1,12,18:00:00,37,1,9
3,Teusaquillo,4,3,5,2,1,2,3,12,88,20,2,7
1,Teusaquillo,3,3,2,7,3,2,1,2,88,21,2,7
1,Puente Aranda,3,3,5,4,1,1,1,4,88,18,2,2
1,Suba,2,3,3,5,3,2,1,4,19:00:00,21,2,8
1,Teusaquillo,4,3,3,5,3,1,5,11,88,25,1,8
1,San Cristóbal,3,3,2,1,1,2,9,10,23:00:00,24,1,8
2,Soacha,3,3,5,7,3,2,1,2,22:00:00,36,1,3
1,Rafael Uribe Uribe,3,2,1,5,3,2,1,11,88,19,2,7
3,Teusaquillo,4,2,5,7,1,1,1,2,88,47,1,8
1,Soacha,3,2,6,7,4,2,1,2,88,40,1,8
2,Suba,3,2,1,3,1,2,1,1,23:00:00,45,1,8
1,Tunjuelito,3,2,6,4,3,2,3,2,21:00:00,20,2,7
1,Engativá,3,4,3,5,3,1,10,1,21:00:00,26,1,8
2,Ciudad Bolívar,1,3,5,3,3,2,1,2,19:00:00,19,2,8
1,Suba,4,3,3,5,2,1,1,2,21:00:00,18,2,5
2,Los Mártires,3,2,2,4,2,1,12,1,21:00:00,18,2,7
2,Santa Fe,2,2,4,2,2,2,1,5,23:00:00,40,1,6
3,Usaquén,3,3,5,6,3,1,1,3,21:00:00,24,2,7
2,Rafael Uribe Uribe,2,2,4,1,2,1,1,11,21:00:00,18,2,6
3,San Cristóbal,2,4,3,2,3,2,1,4,88,20,2,7
2,Teusaquillo,3,2,4,3,3,2,1,4,22:00:00,32,2,8
1,Usaquén,3,3,2,7,1,2,1,4,17:00:00,23,1,8
3,Rafael Uribe Uribe,3,3,2,5,2,2,1,6,08:00:00,18,2,7
2,San Cristóbal,3,2,2,2,3,2,1,3,88,27,2,7
2,Usme,2,2,1,2,3,2,1,8,88,36,1,8
3,Teusaquillo,3,4,3,4,3,1,12,2,20:00:00,19,2,6
3,Teusaquillo,3,3,2,2,3,1,12,3,20:30:00,21,2,7
1,Engativá,3,2,5,8,2,2,1,2,21:00:00,17,2,5
3,San Cristóbal,3,2,1,2,3,1,1,2,21:00:00,27,1,9
3,Usme,2,2,2,3,2,1,1,3,88,33,3,7
1,Teusaquillo,3,3,3,4,3,1,1,2,22:00:00,29,1,8
1,Fontibón,3,3,4,5,4,2,4,13,88,35,1,9
2,Antonio Nariño,3,3,5,3,3,1,3,1,20:00:00,25,1,9
2,Suba,2,3,5,5,3,2,1,12,20:00:00,20,3,6
2,San Cristóbal,2,3,6,7,3,2,1,2,18:00:00,20,1,6
3,San Cristóbal,4,2,2,2,4,2,1,2,20:00:00,18,2,7
1,Suba,4,2,2,3,1,2,1,11,22:00:00,22,2,7
1,Chapinero,6,2,5,7,3,2,5,1,18:00:00,20,2,7
2,Usme,2,3,5,3,2,2,1,3,20:00:00,18,2,7
2,Teusaquillo,3,3,5,5,3,1,1,12,88,24,1,8
